,,,,
Umsätze Girokonto,Zeitraum: 180 Tage,,,
29.09.2025,29.09.2025,Lastschrift / Belastung,"Auftraggeber: Apple.com/bill Buchungstext: Apple.com/bill, Dublin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-29 00:00:00 Ref. 2ZLAOI4E8XF7KZOR/61895","-91,00"
28.09.2025,26.09.2025,Kontoübertrag,"Auftraggeber: <USER   NAME>Kto/IBAN: DE77559439455686824922 BLZ/BIC: PAGMDEM1XXX  Buchungstext: Uebertrag auf Girokonto Ref. KHZLM72JEYN9382K/37701","766,49"
22.09.2025,22.09.2025,Lastschrift / Belastung,"Auftraggeber: Spotify Buchungstext: Spotify, Stockholm DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-22 00:00:00 Ref. 5D5E3H0Y4VPW232U/69768","-86,55"
20.09.2025,20.09.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE24228355436007418409 BLZ/BIC: DEUTDEFFVAC  Buchungstext: ETF Sparplan Ref. 65K55DMCXXBW01PD/12476","-897,72"
20.09.2025,19.09.2025,Lastschrift / Belastung,"Auftraggeber: Deutsche Bahn Buchungstext: Deutsche Bahn, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-20 00:00:00 Ref. U4DTBH55RBC76UB7/41221","-118,14"
19.09.2025,17.09.2025,Übertrag / Überweisung,"Auftraggeber: <USER   NAME>Kto/IBAN: DE64761009125339655786 BLZ/BIC: CSDBDE71XXX  Buchungstext: Versicherung Ref. O8BNP84DYT9MOGE4/59601","-707,49"
18.09.2025,18.09.2025,Übertrag / Überweisung,"Auftraggeber: <USER   NAME>Kto/IBAN: DE35122457665666027931 BLZ/BIC: DEUTDEFFVAC  Buchungstext: Versicherung Ref. XC08DTNQFLL7V5F1/6523","515,33"
15.09.2025,13.09.2025,Kontoübertrag,"Auftraggeber: <USER   NAME>Kto/IBAN: DE03737322848590858320 BLZ/BIC: DEUTDEFFVAC  Buchungstext: Sparen Ref. 9M969F5GCL9LCQH1/75535","623,36"
14.09.2025,14.09.2025,Kontoübertrag,"Auftraggeber: <USER   NAME>Kto/IBAN: DE06505513022453985659 BLZ/BIC: COBADEHD055  Buchungstext: Sparen Ref. J60FKHMY4SJ6BW3B/43720","628,34"
14.09.2025,13.09.2025,Lastschrift / Belastung,"Auftraggeber: FlixBus Buchungstext: FlixBus, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-14 00:00:00 Ref. LCB8QSSPYE9R1F63/2507","-92,82"
10.09.2025,09.09.2025,Lastschrift / Belastung,"Auftraggeber: Kleinanzeigen De Buchungstext: Kleinanzeigen De, Kleinmachnow DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-10 00:00:00 Ref. 8FV2BC2NNUVY8N1U/69398","-76,33"
07.09.2025,07.09.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE44982519826617575030 BLZ/BIC: PAGMDEM1XXX  Buchungstext: Uebertrag auf Girokonto Ref. 3IIUC039TEX8FSV8/70687","686,06"
05.09.2025,05.09.2025,Übertrag / Überweisung,"Auftraggeber: <USER   NAME>Kto/IBAN: DE75400895851138788221 BLZ/BIC: CSDBDE71XXX  Buchungstext: Versicherung Ref. 07IF2GOG72OY0IFZ/50141","931,55"
05.09.2025,05.09.2025,Lastschrift / Belastung,"Auftraggeber: Deutsche Bahn Buchungstext: Deutsche Bahn, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-05 00:00:00 Ref. G8QYNPDPOC50H2CW/69548","-59,32"
04.09.2025,04.09.2025,Lastschrift / Belastung,"Auftraggeber: MCDONALDS 01425 Buchungstext: MCDONALDS 01425, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-04 00:00:00 Ref. T3BNVBC2VYHH6K6H/24907","-5,51"
03.09.2025,01.09.2025,Lastschrift / Belastung,"Auftraggeber: MCDONALDS 01425 Buchungstext: MCDONALDS 01425, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-03 00:00:00 Ref. LN23Y30YSXPNNGH8/63737","-97,15"
02.09.2025,02.09.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE10369370661786197343 BLZ/BIC: PAGMDEM1XXX  Buchungstext: Taschengeld :) Ref. 43D8W3ZP08J3TRP0/35180","-223,16"
02.09.2025,02.09.2025,Kontoübertrag,"Auftraggeber: <USER   NAME>Kto/IBAN: DE39611211709645568693 BLZ/BIC: PAGMDEM1XXX  Buchungstext: Sparen Ref. PQW2VMCQBNKX9DVN/76065","465,74"
01.09.2025,01.09.2025,Lastschrift / Belastung,"Auftraggeber: PayPal Europe S.a.r.l. et Cie S.C.A Buchungstext: PayPal Europe S.a.r.l. et Cie S.C.A, Luxembourg DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-09-01 00:00:00 Ref. OWGZRIXA11DPG8SB/32663","-10,82"
30.08.2025,28.08.2025,Lastschrift / Belastung,"Auftraggeber: Deutsche Bahn Buchungstext: Deutsche Bahn, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-30 00:00:00 Ref. YZTKKFZZGNI92IRM/75010","-76,10"
30.08.2025,28.08.2025,Übertrag / Überweisung,"Auftraggeber: <USER   NAME>Kto/IBAN: DE63155720026558232971 BLZ/BIC: CSDBDE71XXX  Buchungstext: Versicherung Ref. 15AHDBVZB0OIH5CS/37915","-408,26"
28.08.2025,28.08.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE66192115924164061537 BLZ/BIC: DEUTDEFFVAC  Buchungstext: Tagesgeld sparen auf Sparkonto Ref. 13CD5GLQJ5SXVWVM/60013","396,46"
27.08.2025,26.08.2025,Lastschrift / Belastung,"Auftraggeber: Kleinanzeigen De Buchungstext: Kleinanzeigen De, Kleinmachnow DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-27 00:00:00 Ref. O75RH8LX6DUT076G/23041","-8,86"
26.08.2025,25.08.2025,Lastschrift / Belastung,"Auftraggeber: Susies Laden Buchungstext: Susies Laden, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-26 00:00:00 Ref. FMPKXVHAGKC4LORX/11946","-43,62"
24.08.2025,23.08.2025,Übertrag / Überweisung,"Auftraggeber: <USER   NAME>Kto/IBAN: DE34392416664840346729 BLZ/BIC: COBADEHD055  Buchungstext: Miete Ref. 2MTR6SNGLH62C9T1/30509","1145,36"
21.08.2025,20.08.2025,Lastschrift / Belastung,"Auftraggeber: Deutsche Bahn Buchungstext: Deutsche Bahn, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-21 00:00:00 Ref. 3G2QZW3C1QKBHB7S/71177","-63,67"
21.08.2025,20.08.2025,Lastschrift / Belastung,"Auftraggeber: Susies Laden Buchungstext: Susies Laden, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-21 00:00:00 Ref. G05KBKV7MQXS6ESJ/14765","-80,65"
18.08.2025,17.08.2025,Kontoübertrag,"Auftraggeber: <USER   NAME>Kto/IBAN: DE30378947562240364141 BLZ/BIC: COBADEHD055  Buchungstext: Miete Ref. VXDP5GJLQM5K8P4Q/98177","454,56"
18.08.2025,17.08.2025,Lastschrift / Belastung,"Auftraggeber: FlixBus Buchungstext: FlixBus, Berlin DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-18 00:00:00 Ref. F8438TGBCVARLW3M/23261","-10,67"
17.08.2025,17.08.2025,Wertpapiere," Buchungstext: Steuerbelastung auf Vorabpauschale gem. § 18 InvStG Depotbestand: 00 Ref. IC8BBI4WIRE8QJNV/98033","-119,84"
16.08.2025,16.08.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE16695400432098599620 BLZ/BIC: DEUTDEFFVAC  Buchungstext: Miete Ref. SPK9P38QOLDFORXO/99681","255,20"
16.08.2025,14.08.2025,Übertrag / Überweisung,"Empfänger: <USER   NAME>Kto/IBAN: DE36384200550700035245 BLZ/BIC: CSDBDE71XXX  Buchungstext: Sparen Ref. 23GDPPQ0Y9DOM5IG/58801","-605,62"
11.08.2025,11.08.2025,Lastschrift / Belastung,"Auftraggeber: Netflix.com Buchungstext: Netflix.com, Amsterdam DE Karte Nr. 4871 78XX XXXX 8491 Kartenzahlung comdirect Visa-Debitkarte 2025-08-11 00:00:00 Ref. 82N2ATQYYV37DIA5/73585","-80,97"
,,,,
Alter Kontostand,"2079,82 EUR",,,
